OBJECTID,ISO_2_CODE,ISO_3_CODE,ADM0_NAME,date_epicrv,NewCase,CumCase,NewDeath,CumDeath,Short_Name_ZH,Short_Name_FR,Short_Name_ES,Short_Name_RU,Short_Name_AR
11824,SA,SAU,Saudi Arabia,2020-05-02T00:00:00.000Z,1362,25459,7,176,沙特阿拉伯,Arabie saoudite,Arabia Saudita,Саудовская Аравия,المملكة العربية السعودية
11825,SA,SAU,Saudi Arabia,2020-05-03T00:00:00.000Z,1552,27011,8,184,沙特阿拉伯,Arabie saoudite,Arabia Saudita,Саудовская Аравия,المملكة العربية السعودية
11826,SA,SAU,Saudi Arabia,2020-05-04T00:00:00.000Z,1645,28656,7,191,沙特阿拉伯,Arabie saoudite,Arabia Saudita,Саудовская Аравия,المملكة العربية السعودية
11827,SA,SAU,Saudi Arabia,2020-05-05T00:00:00.000Z,1595,30251,9,200,沙特阿拉伯,Arabie saoudite,Arabia Saudita,Саудовская Аравия,المملكة العربية السعودية
11828,SA,SAU,Saudi Arabia,2020-05-06T00:00:00.000Z,1687,31938,9,209,沙特阿拉伯,Arabie saoudite,Arabia Saudita,Саудовская Аравия,المملكة العربية السعودية
11829,SA,SAU,Saudi Arabia,2020-05-07T00:00:00.000Z,1793,33731,10,219,沙特阿拉伯,Arabie saoudite,Arabia Saudita,Саудовская Аравия,المملكة العربية السعودية
11830,SA,SAU,Saudi Arabia,2020-05-08T00:00:00.000Z,1701,35432,10,229,沙特阿拉伯,Arabie saoudite,Arabia Saudita,Саудовская Аравия,المملكة العربية السعودية
11831,SA,SAU,Saudi Arabia,2020-05-09T00:00:00.000Z,1704,37136,10,239,沙特阿拉伯,Arabie saoudite,Arabia Saudita,Саудовская Аравия,المملكة العربية السعودية
11832,SA,SAU,Saudi Arabia,2020-05-10T00:00:00.000Z,1912,39048,7,246,沙特阿拉伯,Arabie saoudite,Arabia Saudita,Саудовская Аравия,المملكة العربية السعودية
11833,SA,SAU,Saudi Arabia,2020-05-11T00:00:00.000Z,1966,41014,9,255,沙特阿拉伯,Arabie saoudite,Arabia Saudita,Саудовская Аравия,المملكة العربية السعودية
11834,SA,SAU,Saudi Arabia,2020-05-12T00:00:00.000Z,0,41014,0,255,沙特阿拉伯,Arabie saoudite,Arabia Saudita,Саудовская Аравия,المملكة العربية السعودية
11835,SN,SEN,Senegal,2020-03-02T00:00:00.000Z,1,1,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11836,SN,SEN,Senegal,2020-03-03T00:00:00.000Z,0,1,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11837,SN,SEN,Senegal,2020-03-04T00:00:00.000Z,3,4,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11838,SN,SEN,Senegal,2020-03-05T00:00:00.000Z,0,4,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11839,SN,SEN,Senegal,2020-03-06T00:00:00.000Z,0,4,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11840,SN,SEN,Senegal,2020-03-07T00:00:00.000Z,0,4,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11841,SN,SEN,Senegal,2020-03-08T00:00:00.000Z,0,4,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11842,SN,SEN,Senegal,2020-03-09T00:00:00.000Z,0,4,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11843,SN,SEN,Senegal,2020-03-10T00:00:00.000Z,0,4,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11844,SN,SEN,Senegal,2020-03-11T00:00:00.000Z,0,4,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11845,SN,SEN,Senegal,2020-03-12T00:00:00.000Z,6,10,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11846,SN,SEN,Senegal,2020-03-13T00:00:00.000Z,0,10,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11847,SN,SEN,Senegal,2020-03-14T00:00:00.000Z,11,21,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11848,SN,SEN,Senegal,2020-03-15T00:00:00.000Z,5,26,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11849,SN,SEN,Senegal,2020-03-16T00:00:00.000Z,0,26,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11850,SN,SEN,Senegal,2020-03-17T00:00:00.000Z,1,27,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11851,SN,SEN,Senegal,2020-03-18T00:00:00.000Z,9,36,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11852,SN,SEN,Senegal,2020-03-19T00:00:00.000Z,2,38,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11853,SN,SEN,Senegal,2020-03-20T00:00:00.000Z,0,38,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11854,SN,SEN,Senegal,2020-03-21T00:00:00.000Z,18,56,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11855,SN,SEN,Senegal,2020-03-22T00:00:00.000Z,0,56,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11856,SN,SEN,Senegal,2020-03-23T00:00:00.000Z,11,67,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11857,SN,SEN,Senegal,2020-03-24T00:00:00.000Z,12,79,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11858,SN,SEN,Senegal,2020-03-25T00:00:00.000Z,7,86,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11859,SN,SEN,Senegal,2020-03-26T00:00:00.000Z,13,99,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11860,SN,SEN,Senegal,2020-03-27T00:00:00.000Z,6,105,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11861,SN,SEN,Senegal,2020-03-28T00:00:00.000Z,14,119,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11862,SN,SEN,Senegal,2020-03-29T00:00:00.000Z,11,130,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11863,SN,SEN,Senegal,2020-03-30T00:00:00.000Z,12,142,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11864,SN,SEN,Senegal,2020-03-31T00:00:00.000Z,20,162,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11865,SN,SEN,Senegal,2020-04-01T00:00:00.000Z,13,175,0,0,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11866,SN,SEN,Senegal,2020-04-02T00:00:00.000Z,15,190,1,1,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11867,SN,SEN,Senegal,2020-04-03T00:00:00.000Z,5,195,0,1,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11868,SN,SEN,Senegal,2020-04-04T00:00:00.000Z,24,219,1,2,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11869,SN,SEN,Senegal,2020-04-05T00:00:00.000Z,0,219,0,2,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11870,SN,SEN,Senegal,2020-04-06T00:00:00.000Z,7,226,0,2,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11871,SN,SEN,Senegal,2020-04-07T00:00:00.000Z,0,226,0,2,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11872,SN,SEN,Senegal,2020-04-08T00:00:00.000Z,11,237,0,2,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11873,SN,SEN,Senegal,2020-04-09T00:00:00.000Z,7,244,0,2,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11874,SN,SEN,Senegal,2020-04-10T00:00:00.000Z,6,250,0,2,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11875,SN,SEN,Senegal,2020-04-11T00:00:00.000Z,15,265,0,2,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11876,SN,SEN,Senegal,2020-04-12T00:00:00.000Z,13,278,0,2,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11877,SN,SEN,Senegal,2020-04-13T00:00:00.000Z,2,280,0,2,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11878,SN,SEN,Senegal,2020-04-14T00:00:00.000Z,11,291,0,2,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11879,SN,SEN,Senegal,2020-04-15T00:00:00.000Z,8,299,0,2,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11880,SN,SEN,Senegal,2020-04-16T00:00:00.000Z,15,314,0,2,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11881,SN,SEN,Senegal,2020-04-17T00:00:00.000Z,21,335,0,2,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11882,SN,SEN,Senegal,2020-04-18T00:00:00.000Z,7,342,1,3,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11883,SN,SEN,Senegal,2020-04-19T00:00:00.000Z,8,350,0,3,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11884,SN,SEN,Senegal,2020-04-20T00:00:00.000Z,17,367,0,3,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11885,SN,SEN,Senegal,2020-04-21T00:00:00.000Z,10,377,2,5,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11886,SN,SEN,Senegal,2020-04-22T00:00:00.000Z,35,412,0,5,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11887,SN,SEN,Senegal,2020-04-23T00:00:00.000Z,30,442,1,6,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11888,SN,SEN,Senegal,2020-04-24T00:00:00.000Z,37,479,0,6,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11889,SN,SEN,Senegal,2020-04-25T00:00:00.000Z,66,545,1,7,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11890,SN,SEN,Senegal,2020-04-26T00:00:00.000Z,69,614,0,7,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11891,SN,SEN,Senegal,2020-04-27T00:00:00.000Z,57,671,2,9,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11892,SN,SEN,Senegal,2020-04-28T00:00:00.000Z,64,735,0,9,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11893,SN,SEN,Senegal,2020-04-29T00:00:00.000Z,88,823,0,9,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11894,SN,SEN,Senegal,2020-04-30T00:00:00.000Z,59,882,0,9,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11895,SN,SEN,Senegal,2020-05-01T00:00:00.000Z,51,933,0,9,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11896,SN,SEN,Senegal,2020-05-02T00:00:00.000Z,91,1024,0,9,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11897,SN,SEN,Senegal,2020-05-03T00:00:00.000Z,89,1113,0,9,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11898,SN,SEN,Senegal,2020-05-04T00:00:00.000Z,158,1271,0,9,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11899,SN,SEN,Senegal,2020-05-05T00:00:00.000Z,0,1271,1,10,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11900,SN,SEN,Senegal,2020-05-06T00:00:00.000Z,58,1329,1,11,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11901,SN,SEN,Senegal,2020-05-07T00:00:00.000Z,104,1433,1,12,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11902,SN,SEN,Senegal,2020-05-08T00:00:00.000Z,59,1492,1,13,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11903,SN,SEN,Senegal,2020-05-09T00:00:00.000Z,59,1551,0,13,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11904,SN,SEN,Senegal,2020-05-10T00:00:00.000Z,83,1634,4,17,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11905,SN,SEN,Senegal,2020-05-11T00:00:00.000Z,75,1709,2,19,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11906,SN,SEN,Senegal,2020-05-12T00:00:00.000Z,177,1886,0,19,塞内加尔,Sénégal,Senegal,Сенегал,السنغال
11907,RS,SRB,Serbia,2020-03-06T00:00:00.000Z,1,1,0,0,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11908,RS,SRB,Serbia,2020-03-07T00:00:00.000Z,0,1,0,0,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11909,RS,SRB,Serbia,2020-03-08T00:00:00.000Z,0,1,0,0,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11910,RS,SRB,Serbia,2020-03-09T00:00:00.000Z,0,1,0,0,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11911,RS,SRB,Serbia,2020-03-10T00:00:00.000Z,4,5,0,0,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11912,RS,SRB,Serbia,2020-03-11T00:00:00.000Z,7,12,0,0,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11913,RS,SRB,Serbia,2020-03-12T00:00:00.000Z,7,19,0,0,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11914,RS,SRB,Serbia,2020-03-13T00:00:00.000Z,12,31,0,0,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11915,RS,SRB,Serbia,2020-03-14T00:00:00.000Z,10,41,0,0,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11916,RS,SRB,Serbia,2020-03-15T00:00:00.000Z,0,41,0,0,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11917,RS,SRB,Serbia,2020-03-16T00:00:00.000Z,16,57,0,0,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11918,RS,SRB,Serbia,2020-03-17T00:00:00.000Z,15,72,0,0,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11919,RS,SRB,Serbia,2020-03-18T00:00:00.000Z,10,82,0,0,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11920,RS,SRB,Serbia,2020-03-19T00:00:00.000Z,41,123,0,0,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11921,RS,SRB,Serbia,2020-03-20T00:00:00.000Z,12,135,1,1,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11922,RS,SRB,Serbia,2020-03-21T00:00:00.000Z,38,173,0,1,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11923,RS,SRB,Serbia,2020-03-22T00:00:00.000Z,0,173,0,1,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11924,RS,SRB,Serbia,2020-03-23T00:00:00.000Z,46,219,0,1,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11925,RS,SRB,Serbia,2020-03-24T00:00:00.000Z,30,249,1,2,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11926,RS,SRB,Serbia,2020-03-25T00:00:00.000Z,54,303,1,3,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11927,RS,SRB,Serbia,2020-03-26T00:00:00.000Z,81,384,1,4,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11928,RS,SRB,Serbia,2020-03-27T00:00:00.000Z,73,457,3,7,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11929,RS,SRB,Serbia,2020-03-28T00:00:00.000Z,71,528,0,7,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11930,RS,SRB,Serbia,2020-03-29T00:00:00.000Z,131,659,3,10,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11931,RS,SRB,Serbia,2020-03-30T00:00:00.000Z,82,741,3,13,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11932,RS,SRB,Serbia,2020-03-31T00:00:00.000Z,44,785,0,13,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11933,RS,SRB,Serbia,2020-04-01T00:00:00.000Z,115,900,0,13,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11934,RS,SRB,Serbia,2020-04-02T00:00:00.000Z,160,1060,0,13,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11935,RS,SRB,Serbia,2020-04-03T00:00:00.000Z,111,1171,0,13,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11936,RS,SRB,Serbia,2020-04-04T00:00:00.000Z,305,1476,26,39,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11937,RS,SRB,Serbia,2020-04-05T00:00:00.000Z,148,1624,0,39,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11938,RS,SRB,Serbia,2020-04-06T00:00:00.000Z,284,1908,12,51,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11939,RS,SRB,Serbia,2020-04-07T00:00:00.000Z,292,2200,7,58,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11940,RS,SRB,Serbia,2020-04-08T00:00:00.000Z,247,2447,3,61,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11941,RS,SRB,Serbia,2020-04-09T00:00:00.000Z,219,2666,4,65,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11942,RS,SRB,Serbia,2020-04-10T00:00:00.000Z,201,2867,0,65,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11943,RS,SRB,Serbia,2020-04-11T00:00:00.000Z,238,3105,6,71,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11944,RS,SRB,Serbia,2020-04-12T00:00:00.000Z,275,3380,3,74,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11945,RS,SRB,Serbia,2020-04-13T00:00:00.000Z,250,3630,6,80,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11946,RS,SRB,Serbia,2020-04-14T00:00:00.000Z,424,4054,5,85,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11947,RS,SRB,Serbia,2020-04-15T00:00:00.000Z,411,4465,9,94,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11948,RS,SRB,Serbia,2020-04-16T00:00:00.000Z,408,4873,5,99,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11949,RS,SRB,Serbia,2020-04-17T00:00:00.000Z,445,5318,4,103,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11950,RS,SRB,Serbia,2020-04-18T00:00:00.000Z,372,5690,7,110,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11951,RS,SRB,Serbia,2020-04-19T00:00:00.000Z,304,5994,7,117,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11952,RS,SRB,Serbia,2020-04-20T00:00:00.000Z,324,6318,5,122,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11953,RS,SRB,Serbia,2020-04-21T00:00:00.000Z,312,6630,3,125,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11954,RS,SRB,Serbia,2020-04-22T00:00:00.000Z,260,6890,5,130,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11955,RS,SRB,Serbia,2020-04-23T00:00:00.000Z,224,7114,4,134,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11956,RS,SRB,Serbia,2020-04-24T00:00:00.000Z,162,7276,5,139,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11957,RS,SRB,Serbia,2020-04-25T00:00:00.000Z,207,7483,5,144,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11958,RS,SRB,Serbia,2020-04-26T00:00:00.000Z,296,7779,7,151,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11959,RS,SRB,Serbia,2020-04-27T00:00:00.000Z,263,8042,5,156,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11960,RS,SRB,Serbia,2020-04-28T00:00:00.000Z,233,8275,6,162,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11961,RS,SRB,Serbia,2020-04-29T00:00:00.000Z,222,8497,6,168,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11962,RS,SRB,Serbia,2020-04-30T00:00:00.000Z,227,8724,5,173,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11963,RS,SRB,Serbia,2020-05-01T00:00:00.000Z,285,9009,6,179,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11964,RS,SRB,Serbia,2020-05-02T00:00:00.000Z,196,9205,6,185,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11965,RS,SRB,Serbia,2020-05-03T00:00:00.000Z,157,9362,4,189,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11966,RS,SRB,Serbia,2020-05-04T00:00:00.000Z,102,9464,4,193,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11967,RS,SRB,Serbia,2020-05-05T00:00:00.000Z,93,9557,4,197,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11968,RS,SRB,Serbia,2020-05-06T00:00:00.000Z,120,9677,3,200,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11969,RS,SRB,Serbia,2020-05-07T00:00:00.000Z,114,9791,3,203,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11970,RS,SRB,Serbia,2020-05-08T00:00:00.000Z,57,9848,3,206,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11971,RS,SRB,Serbia,2020-05-09T00:00:00.000Z,95,9943,3,209,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11972,RS,SRB,Serbia,2020-05-10T00:00:00.000Z,89,10032,4,213,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11973,RS,SRB,Serbia,2020-05-11T00:00:00.000Z,82,10114,2,215,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11974,RS,SRB,Serbia,2020-05-12T00:00:00.000Z,0,10114,0,215,塞尔维亚,Serbie,Serbia,Сербия,صربيا
11975,SC,SYC,Seychelles,2020-03-15T00:00:00.000Z,2,2,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11976,SC,SYC,Seychelles,2020-03-16T00:00:00.000Z,2,4,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11977,SC,SYC,Seychelles,2020-03-17T00:00:00.000Z,0,4,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11978,SC,SYC,Seychelles,2020-03-18T00:00:00.000Z,2,6,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11979,SC,SYC,Seychelles,2020-03-19T00:00:00.000Z,0,6,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11980,SC,SYC,Seychelles,2020-03-20T00:00:00.000Z,0,6,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11981,SC,SYC,Seychelles,2020-03-21T00:00:00.000Z,1,7,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11982,SC,SYC,Seychelles,2020-03-22T00:00:00.000Z,0,7,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11983,SC,SYC,Seychelles,2020-03-23T00:00:00.000Z,0,7,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11984,SC,SYC,Seychelles,2020-03-24T00:00:00.000Z,0,7,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11985,SC,SYC,Seychelles,2020-03-25T00:00:00.000Z,0,7,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11986,SC,SYC,Seychelles,2020-03-26T00:00:00.000Z,0,7,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11987,SC,SYC,Seychelles,2020-03-27T00:00:00.000Z,0,7,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11988,SC,SYC,Seychelles,2020-03-28T00:00:00.000Z,0,7,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11989,SC,SYC,Seychelles,2020-03-29T00:00:00.000Z,1,8,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11990,SC,SYC,Seychelles,2020-03-30T00:00:00.000Z,0,8,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11991,SC,SYC,Seychelles,2020-03-31T00:00:00.000Z,0,8,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11992,SC,SYC,Seychelles,2020-04-01T00:00:00.000Z,0,8,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11993,SC,SYC,Seychelles,2020-04-02T00:00:00.000Z,2,10,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11994,SC,SYC,Seychelles,2020-04-03T00:00:00.000Z,0,10,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11995,SC,SYC,Seychelles,2020-04-04T00:00:00.000Z,0,10,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11996,SC,SYC,Seychelles,2020-04-05T00:00:00.000Z,0,10,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11997,SC,SYC,Seychelles,2020-04-06T00:00:00.000Z,0,10,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11998,SC,SYC,Seychelles,2020-04-07T00:00:00.000Z,1,11,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
11999,SC,SYC,Seychelles,2020-04-08T00:00:00.000Z,0,11,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
12000,SC,SYC,Seychelles,2020-04-09T00:00:00.000Z,0,11,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
12001,SC,SYC,Seychelles,2020-04-10T00:00:00.000Z,0,11,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
12002,SC,SYC,Seychelles,2020-04-11T00:00:00.000Z,0,11,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
12003,SC,SYC,Seychelles,2020-04-12T00:00:00.000Z,0,11,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
12004,SC,SYC,Seychelles,2020-04-13T00:00:00.000Z,0,11,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
12005,SC,SYC,Seychelles,2020-04-14T00:00:00.000Z,0,11,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
12006,SC,SYC,Seychelles,2020-04-15T00:00:00.000Z,0,11,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
12007,SC,SYC,Seychelles,2020-04-16T00:00:00.000Z,0,11,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
12008,SC,SYC,Seychelles,2020-04-17T00:00:00.000Z,0,11,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
12009,SC,SYC,Seychelles,2020-04-18T00:00:00.000Z,0,11,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
12010,SC,SYC,Seychelles,2020-04-19T00:00:00.000Z,0,11,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
12011,SC,SYC,Seychelles,2020-04-20T00:00:00.000Z,0,11,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
12012,SC,SYC,Seychelles,2020-04-21T00:00:00.000Z,0,11,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
12013,SC,SYC,Seychelles,2020-04-22T00:00:00.000Z,0,11,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
12014,SC,SYC,Seychelles,2020-04-23T00:00:00.000Z,0,11,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
12015,SC,SYC,Seychelles,2020-04-24T00:00:00.000Z,0,11,0,0,塞舌尔,Seychelles,Seychelles,Сейшельские Острова,سيشيل
